ibge_code,ibge_city_code,name
230610815,2306108,Juá
230610820,2306108,Missi
230620705,2306207,Itaiçaba
230625605,2306256,Itaitinga
230630605,2306306,Itapagé
230630607,2306306,Aguaí
230630610,2306306,Baixa Grande
230630620,2306306,Cruz
230630625,2306306,Iratinga
230630630,2306306,Pitombeira
230630632,2306306,São Tomé
230630634,2306306,Serrote do Meio
230630635,2306306,Soledade
230640505,2306405,Itapipoca
230640520,2306405,Arapari
230640522,2306405,Ipu Mazagão
230640525,2306405,Assunção
230640527,2306405,Baleia
230640530,2306405,Barrento
230640535,2306405,Bela Vista
230640536,2306405,Calugi
230640540,2306405,Cruxati
230640547,2306405,Deserto
230640549,2306405,Lagoa das Mercês
230640550,2306405,Marinheiros
230650405,2306504,Itapiúna
230650410,2306504,Caio Prado
230650415,2306504,Itans
230650420,2306504,Palmatória
230655305,2306553,Itarema
230655310,2306553,Almofala
230655315,2306553,Carvoeiro
230660305,2306603,Itatira
230660310,2306603,Bandeira
230660312,2306603,Cachoeira
230660315,2306603,Lagoa do Mato
230660320,2306603,Morro Branco
230670205,2306702,Jaguaretama
230680105,2306801,Jaguaribara
230690005,2306900,Jaguaribe
230690010,2306900,Aquinópolis
230690015,2306900,Feiticeiro
230690020,2306900,Mapuá
230690025,2306900,Nova Floresta
230700705,2307007,Jaguaruana
230700710,2307007,Borges
230700715,2307007,Giqui
230700718,2307007,Santa Luzia
230700720,2307007,São José do Lagamar
230700725,2307007,Saquinho
230710605,2307106,Jardim
230710607,2307106,Corrente
230710610,2307106,Jardimirim
230720505,2307205,Jati
230720510,2307205,Balanças
230720515,2307205,Carnaúba
230725405,2307254,Jijoca de Jericoacoara
230730405,2307304,Juazeiro do Norte
230730410,2307304,Marrocos
230730415,2307304,Padre Cícero
230740305,2307403,Jucás
230740310,2307403,Baixio da Donana
230740315,2307403,Canafístula
230740320,2307403,Mel
230740325,2307403,Poço Grande
230740330,2307403,São Pedro do Norte
230750205,2307502,Lavras da Mangabeira
230750210,2307502,Amaniutuba
230750215,2307502,Arrojado
230750220,2307502,Iborepi
230750225,2307502,Mangabeira
230750230,2307502,Quitaiús
230760105,2307601,Limoeiro do Norte
230760110,2307601,Bixopá
230763505,2307635,Madalena
230763510,2307635,Macaoca
230763515,2307635,Cacimba Nova
230763520,2307635,Cajazeiras
230763530,2307635,Paus Branco
230763545,2307635,União
230765005,2307650,Maracanaú
230765030,2307650,Pajuçara
230770005,2307700,Maranguape
230770010,2307700,Amanari
230770015,2307700,Antônio Marques
230770017,2307700,Cachoeira
230770020,2307700,Itapebussu
230770025,2307700,Jubaia
230770026,2307700,Ladeira Grande
230770027,2307700,Lages
230770029,2307700,Lagoa do Juvenal
230770031,2307700,Manoel Guedes
230770032,2307700,Papara
230770033,2307700,Penedo
230770035,2307700,Sapupara
230770037,2307700,São João do Amanari
230770040,2307700,Tanques
230770042,2307700,Umarizeiras
230770045,2307700,Vertentes do Lagedo
230780905,2307809,Marco
230780910,2307809,Panacuí
230780915,2307809,Mocambo
230790805,2307908,Martinópole
230800505,2308005,Massapê
230800510,2308005,Aiuá
230800513,2308005,Ipaguaçu
230800515,2308005,Mumbaba
230800520,2308005,Padre Linhares
230800522,2308005,Tangente
230800525,2308005,Tuína
230810405,2308104,Mauriti
230810410,2308104,Anauá
230810412,2308104,Buritizinho
230810415,2308104,Coité
230810420,2308104,Nova Santa Cruz
230810425,2308104,São Félix
230810427,2308104,Palestina do Cariri
230810429,2308104,São Miguel
230810430,2308104,Umburanas
230820305,2308203,Meruoca
230820307,2308203,Anil
230820310,2308203,Camilos
230820315,2308203,Palestina do Norte
230820320,2308203,Santo Antônio dos Fernandes
230820325,2308203,São Francisco
230830205,2308302,Milagres
230830210,2308302,Rosário
230835105,2308351,Milhã
230835106,2308351,Baixa Verde
230835108,2308351,Barra
230835110,2308351,Carnaubinha
230835115,2308351,Ipueira
230835120,2308351,Monte Grave
230837705,2308377,Miraíma
230837710,2308377,Brotas
230837720,2308377,Poço da Onça
230837725,2308377,Riachão
230840105,2308401,Missão Velha
230840115,2308401,Jamacaru
230840120,2308401,Missão Nova
230840125,2308401,Quimami
230850005,2308500,Mombaça
230850007,2308500,Açudinho dos Costas
230850010,2308500,Boa Vista
230850015,2308500,Cangatí
230850020,2308500,Carnaúbas
230850025,2308500,Catolé
230850026,2308500,Cipó
230850027,2308500,Manoel Correia
230850030,2308500,São Gonçalo do Umari
230850035,2308500,São Vicente
230860905,2308609,Monsenhor Tabosa
230860910,2308609,Barreiros
230860915,2308609,Nossa Senhora do Livramento
230870805,2308708,Morada Nova
230870810,2308708,Aruaru
230870815,2308708,Boa Água
230870825,2308708,Juazeiro de Baixo
230870827,2308708,Lagoa Grande
230870830,2308708,Pedras
230870835,2308708,Roldão
230870840,2308708,Uiraponga
230880705,2308807,Moraújo
230880707,2308807,Boa Esperança
230880710,2308807,Várzea da Volta
230890605,2308906,Morrinhos
230890640,2308906,Sítio Alegre
230900305,2309003,Mucambo
230900310,2309003,Carqueijo
230900315,2309003,Poço Verde
230910205,2309102,Mulungu
230920105,2309201,Nova Olinda
230920130,2309201,Triunfo
230930005,2309300,Nova Russas
230930015,2309300,Canindezinho
230930019,2309300,Espacinha
230930025,2309300,Major Simplício
230930030,2309300,Nova Betânia
230930045,2309300,São Pedro
230940905,2309409,Novo Oriente
230940915,2309409,Emaús
230940920,2309409,Palestina
230940924,2309409,Santa Maria
230940925,2309409,São Raimundo
230940930,2309409,Três Irmãos
230945805,2309458,Ocara
230945807,2309458,Arisco dos Marianos
230945810,2309458,Curupira
230945820,2309458,Novo Horizonte
230945830,2309458,Sereno de Cima
230945840,2309458,Serragem
230950805,2309508,Orós
230950810,2309508,Guassussê
230950815,2309508,Igarói
230950820,2309508,Palestina
230950830,2309508,Santarém
230960705,2309607,Pacajus
230960720,2309607,Itaipaba
230960730,2309607,Pascoal
230970605,2309706,Pacatuba
230970633,2309706,Monguba
230970635,2309706,Pavuna
230970650,2309706,Senador Carlos Jereissati
230980505,2309805,Pacoti
230980510,2309805,Colina
230980515,2309805,Fátima
230980520,2309805,Santa Ana
230990405,2309904,Pacujá
231000105,2310001,Palhano
231000110,2310001,São José
231010005,2310100,Palmácia
231010010,2310100,Gado
231010015,2310100,Gados dos Rodrigues
231020905,2310209,Paracuru
231020910,2310209,Jardim
231020920,2310209,Poço Doce
231025805,2310258,Paraipaba
231025810,2310258,Boa Vista
231025815,2310258,Camboas
231025820,2310258,Lagoinha
231030805,2310308,Parambu
231030810,2310308,Cococi
231030812,2310308,Gavião
231030814,2310308,Miranda
231030815,2310308,Monte Sion
231030820,2310308,Novo Assis
231030830,2310308,Oiticica
231040705,2310407,Paramoti
231050605,2310506,Pedra Branca
231050607,2310506,Capitão Mor
231050610,2310506,Mineirolândia
231050615,2310506,Santa Cruz do Banabuiú
231050620,2310506,Tróia
231060505,2310605,Penaforte
231060515,2310605,Juá
231060525,2310605,Santo André
231070405,2310704,Pentecoste
231070410,2310704,Matias
231070415,2310704,Porfírio Sampaio
231070420,2310704,Sebastião de Abreu
231080305,2310803,Pereiro
231080310,2310803,Crioulos
231085205,2310852,Pindoretama
231085210,2310852,Capim de Roça
231085215,2310852,Caponguinha
231085220,2310852,Ema
231085225,2310852,Pratiús
231090205,2310902,Piquet Carneiro
231090207,2310902,Catolé da Pista
231090210,2310902,Ibicuã
231090215,2310902,Mulungu
231095105,2310951,Pires Ferreira
231095110,2310951,Santo Izidro
231095115,2310951,Donato
231095120,2310951,Otavilândia
231100905,2311009,Poranga
231100907,2311009,Buritizal
231100908,2311009,Cachoeira Grande
231100910,2311009,Macambira
231110805,2311108,Porteiras
231110830,2311108,Simão
231120705,2311207,Potengi
231120710,2311207,Barreiros
231123105,2311231,Potiretama
231123110,2311231,Canindezinho
231126405,2311264,Quiterianópolis
231126410,2311264,Algodões
231126420,2311264,São Francisco
231130605,2311306,Quixadá
231130618,2311306,Califórnia
231130625,2311306,Cipó dos Anjos
231130630,2311306,Custódio
231130635,2311306,Daniel de Queiróz
231130640,2311306,Dom Maurício
231130643,2311306,Juá
231130650,2311306,Juatama
231130652,2311306,Riacho Verde
231130657,2311306,São Bernardo
231130659,2311306,São João dos Queirozes
231130665,2311306,Tapuiará
231130670,2311306,Várzea da Onça
231135505,2311355,Quixelô
231135507,2311355,Antonico
231140505,2311405,Quixeramobim
231140507,2311405,Belém
231140510,2311405,Encantado
231140515,2311405,Lacerda
231140530,2311405,Manituba
231140532,2311405,Nenelândia
231140535,2311405,Passagem
231140540,2311405,Damião Carneiro
231140545,2311405,São Miguel
231140550,2311405,Uruquê
231150405,2311504,Quixeré
231150407,2311504,Agua Fria
231150410,2311504,Lagoinha
231150420,2311504,Tomé
231160305,2311603,Redenção
231160315,2311603,Antônio Diogo
231160321,2311603,Faísca
231160325,2311603,Guassi
231160330,2311603,Barra Nova
231170205,2311702,Reriutaba
231170210,2311702,Amanaiara
231170220,2311702,Campo Lindo
231180105,2311801,Russas
231180110,2311801,Bonhu
231180115,2311801,Flores
231180117,2311801,Lagoa Grande
231180119,2311801,Peixe
231180120,2311801,São João de Deus
231190005,2311900,Saboeiro
231190008,2311900,Barrinha
231190009,2311900,Felipe
231190010,2311900,Flamengo
231190030,2311900,Malhada
231190050,2311900,São José
231195905,2311959,Salitre
231195910,2311959,Caldeirão
231195920,2311959,Lagoa dos Crioulos
231200705,2312007,Santana do Acaraú
231200707,2312007,Bahia
231200708,2312007,Baixa Fria
231200709,2312007,Barro Preto
231200710,2312007,João Cordeiro
231200715,2312007,Mutambeiras
231200720,2312007,Parapuí
231200725,2312007,Sapó
231210605,2312106,Santana do Cariri
231210610,2312106,Anjinhos
231210615,2312106,Araporanga
231210620,2312106,Brejo Grande
231210625,2312106,Dom Leme
231210630,2312106,Inhumas
231210640,2312106,Pontal da Santa Cruz
231220505,2312205,Santa Quitéria
231220510,2312205,Lisieux
231220520,2312205,Logradouro
231220525,2312205,Macaraú
231220530,2312205,Malhada Grande
231220535,2312205,Muribeca
231220540,2312205,Raimundo Martins
231220545,2312205,Trapiá
231230405,2312304,São Benedito
231230409,2312304,Barreiros
231230415,2312304,Inhuçu
231240305,2312403,São Gonçalo do Amarante
231240308,2312403,Cágado
231240310,2312403,Croatá
231240315,2312403,Pecém
231240320,2312403,Serrote
231240325,2312403,Siupé
231240327,2312403,Taiba
231240330,2312403,Umarituba
231250205,2312502,São João do Jaguaribe
231260105,2312601,São Luís do Curu
231270005,2312700,Senador Pompeu
231270006,2312700,Bonfim
231270008,2312700,Codia
231270010,2312700,Engenheiro José Lopes
231270015,2312700,São Joaquim do Salgado
231280905,2312809,Senador Sá
231280910,2312809,Salão
231280915,2312809,Serrota
231290805,2312908,Sobral
231290807,2312908,Aprazível
231290810,2312908,Aracatiaçu
231290815,2312908,Bonfim
231290820,2312908,Caioca
231290825,2312908,Caracará
231290835,2312908,Jaibaras
231290840,2312908,Jordão
231290845,2312908,Rafael Arruda
231290847,2312908,Patos
231290850,2312908,Patriarca
231290853,2312908,São José do Torto
231290855,2312908,Taperuaba
231300505,2313005,Solonópole
231300510,2313005,Assunção
231300515,2313005,Cangati
231300530,2313005,Pasta
231300532,2313005,Prefeita Suely Pinheiro
231300535,2313005,São José de Solonópole
231310405,2313104,Tabuleiro do Norte
231310410,2313104,Olho-D'água da Bica
231310415,2313104,Peixe Gordo
231320305,2313203,Tamboril
231320307,2313203,Açudinho
231320310,2313203,Boa Esperança
231320315,2313203,Carvalho
231320320,2313203,Curatis
231320325,2313203,Holanda
231320330,2313203,Oliveiras
231320335,2313203,Sucesso
231325205,2313252,Tarrafas
231330205,2313302,Tauá
231330210,2313302,Barra Nova
231330215,2313302,Carrapateiras
231330220,2313302,Inhamuns
231330225,2313302,Marrecas
231330230,2313302,Marruás
231330233,2313302,Santa Tereza
231330235,2313302,Trici
231335105,2313351,Tejuçuoca
231335110,2313351,Caxitoré
231340105,2313401,Tianguá
231340110,2313401,Arapá
231340115,2313401,Caruataí
231340120,2313401,Pindoguaba
231340125,2313401,Tabainha
231350005,2313500,Trairi
231350006,2313500,Córrego Fundo
231350007,2313500,Canaan
231350008,2313500,Fleicheiras
231350009,2313500,Gualdrapas
231350010,2313500,Mundaú
231355905,2313559,Tururu
231355910,2313559,Cemoaba
231355915,2313559,Conceição
231355925,2313559,São Pedro do Gavião
231360905,2313609,Ubajara
231360910,2313609,Araticum
231360915,2313609,Jaburuna
231360925,2313609,Nova Veneza
231370805,2313708,Umari
231370815,2313708,Pio X
231375705,2313757,Umirim
231375720,2313757,Caxitoré
231375730,2313757,São Joaquim
231380705,2313807,Uruburetama
231380709,2313807,Itacolomy
231380711,2313807,Mundaú
231380713,2313807,Retiro
231380715,2313807,Santa Luzia
231390605,2313906,Uruoca
231390610,2313906,Campánario
231390615,2313906,Paracuá
231395505,2313955,Varjota
231395515,2313955,Croata
231400305,2314003,Várzea Alegre
231400310,2314003,Calabaça
231400315,2314003,Canindezinho
231400320,2314003,Ibicatu
231400325,2314003,Naraniú
231400330,2314003,Riacho Verde
231410205,2314102,Viçosa do Ceará
231410210,2314102,General Tibúrcio
231410212,2314102,Juá dos Vieiras
231410215,2314102,Lambedouro
231410217,2314102,Manhoso
231410220,2314102,Padre Vieira
231410223,2314102,Passagem da Onça
231410225,2314102,Quatiguaba
240010905,2400109,Acari
240020805,2400208,Açu
240030705,2400307,Afonso Bezerra
240040605,2400406,Água Nova
240050505,2400505,Alexandria
240060405,2400604,Almino Afonso
240070305,2400703,Alto do Rodrigues
240080205,2400802,Angicos
240090105,2400901,Antônio Martins
240100805,2401008,Apodi
240110705,2401107,Areia Branca
240120605,2401206,Arês
240130505,2401305,Augusto Severo
240140405,2401404,Baía Formosa
240145305,2401453,Baraúna
240150305,2401503,Barcelona
240160205,2401602,Bento Fernandes
240160210,2401602,Belo Horizonte
240165105,2401651,Bodó
240170105,2401701,Bom Jesus
240180005,2401800,Brejinho
240185905,2401859,Caiçara do Norte
240190905,2401909,Caiçara do Rio do Vento
240200605,2402006,Caicó
240210505,2402105,Campo Redondo
240220405,2402204,Canguaretama
240230305,2402303,Caraúbas
240230310,2402303,São Geraldo
240240205,2402402,Carnaúba dos Dantas
240250105,2402501,Carnaubais
240260005,2402600,Ceará-Mirim
240270905,2402709,Cerro Corá
240280805,2402808,Coronel Ezequiel
240290705,2402907,Coronel João Pessoa
240300405,2403004,Cruzeta
240310305,2403103,Currais Novos
240320205,2403202,Doutor Severiano
240325105,2403251,Parnamirim
240330105,2403301,Encanto
240340005,2403400,Equador
240350905,2403509,Espírito Santo
240360805,2403608,Extremoz
240370705,2403707,Felipe Guerra
240375605,2403756,Fernando Pedroza
240380605,2403806,Florânia
240390505,2403905,Francisco Dantas
240400205,2404002,Frutuoso Gomes
240410105,2404101,Galinhos
240420005,2404200,Goianinha
240430905,2404309,Governador Dix-Sept Rosado
240440805,2404408,Grossos
240450705,2404507,Guamaré
240460605,2404606,Ielmo Marinho
240470505,2404705,Ipanguaçu
240480405,2404804,Ipueira
240485305,2404853,Itajá
240490305,2404903,Itaú
240500905,2405009,Jaçanã
240510805,2405108,Jandaíra
240520705,2405207,Janduís
240530605,2405306,Januário Cicco
240530610,2405306,Córrego de São Mateus
240540505,2405405,Japi
240550405,2405504,Jardim de Angicos
240560305,2405603,Jardim de Piranhas
240570205,2405702,Jardim do Seridó
240580105,2405801,João Câmara
240590005,2405900,João Dias
240590010,2405900,Rosário
240600705,2406007,José da Penha
240600710,2406007,Major Felipe
240610605,2406106,Jucurutu
240615505,2406155,Jundiá
240620505,2406205,Lagoa D'anta
240630405,2406304,Lagoa de Pedras
240640305,2406403,Lagoa de Velhos
240650205,2406502,Lagoa Nova
240660105,2406601,Lagoa Salgada
240670005,2406700,Lajes
240670010,2406700,Firmamento
240680905,2406809,Lajes Pintadas
240690805,2406908,Lucrécia
240700505,2407005,Luís Gomes
240700515,2407005,São Bernardo
240710405,2407104,Macaíba
240720305,2407203,Macau
240725205,2407252,Major Sales
240730205,2407302,Marcelino Vieira
240740105,2407401,Martins
240740110,2407401,Salva Vida
240750005,2407500,Maxaranguape
240760905,2407609,Messias Targino
240770805,2407708,Montanhas
240780705,2407807,Monte Alegre
240790605,2407906,Monte das Gameleiras
240800305,2408003,Mossoró
240810205,2408102,Natal
240820105,2408201,Nísia Floresta
240830005,2408300,Nova Cruz
240840905,2408409,Olho-D'água do Borges
240850805,2408508,Ouro Branco
240860705,2408607,Paraná
240870605,2408706,Paraú
240880505,2408805,Parazinho
240890405,2408904,Parelhas
240895305,2408953,Rio do Fogo
240910005,2409100,Passa E Fica
240920905,2409209,Passagem
240930805,2409308,Patu
240933205,2409332,Santa Maria
240940705,2409407,Pau dos Ferros
240950605,2409506,Pedra Grande
240960505,2409605,Pedra Preta
240970405,2409704,Pedro Avelino
240980305,2409803,Pedro Velho
240990205,2409902,Pendências
241000905,2410009,Pilões
241010805,2410108,Poço Branco
241020705,2410207,Portalegre
241025605,2410256,Porto do Mangue
241030605,2410306,Presidente Juscelino
241040505,2410405,Pureza
241050405,2410504,Rafael Fernandes
241060305,2410603,Rafael Godeiro
241070205,2410702,Riacho da Cruz
241080105,2410801,Riacho de Santana
241090005,2410900,Riachuelo
241100705,2411007,Rodolfo Fernandes
241105605,2411056,Tibau
241110605,2411106,Ruy Barbosa
241120505,2411205,Santa Cruz
241140305,2411403,Santana do Matos
241140310,2411403,Barão de Serra Branca
241140320,2411403,Santa Teresa
241140325,2411403,São José da Passagem
241142905,2411429,Santana do Seridó
241150205,2411502,Santo Antônio
241160105,2411601,São Bento do Norte
241170005,2411700,São Bento do Trairí
241180905,2411809,São Fernando
241190805,2411908,São Francisco do Oeste
241200505,2412005,São Gonçalo do Amarante
241210405,2412104,São João do Sabugi
241220305,2412203,São José de Mipibu
241230205,2412302,São José do Campestre
241230210,2412302,Ipiranga
241240105,2412401,São José do Seridó
241250005,2412500,São Miguel
241255905,2412559,São Miguel do Gostoso
241260905,2412609,São Paulo do Potengi
241270805,2412708,São Pedro
241280705,2412807,São Rafael
241290605,2412906,São Tomé
241300305,2413003,São Vicente
241310205,2413102,Senador Elói de Souza
241320105,2413201,Senador Georgino Avelino
241330005,2413300,Serra de São Bento
241335905,2413359,Serra do Mel
241340905,2413409,Serra Negra do Norte
241350805,2413508,Serrinha
241355705,2413557,Serrinha dos Pintos
241360705,2413607,Severiano Melo
241370605,2413706,Sítio Novo
241370610,2413706,Serra da Tapuia
241380505,2413805,Taboleiro Grande
241390405,2413904,Taipu
241390410,2413904,Gameleira
241400105,2414001,Tangará
241400110,2414001,Trairi
241410005,2414100,Tenente Ananias
241410010,2414100,Mata de São Braz
241415905,2414159,Tenente Laurentino Cruz
241420905,2414209,Tibau do Sul
241430805,2414308,Timbaúba dos Batistas
241440705,2414407,Touros
241445605,2414456,Triunfo Potiguar
241450605,2414506,Umarizal
241460505,2414605,Upanema
241470405,2414704,Várzea
241475305,2414753,Venha-Ver
241480305,2414803,Vera Cruz
241490205,2414902,Viçosa
241500805,2415008,Vila Flor
250010605,2500106,Água Branca
250020505,2500205,Aguiar
250030405,2500304,Alagoa Grande
250040305,2500403,Alagoa Nova
250050205,2500502,Alagoinha
250053605,2500536,Alcantil
250057705,2500577,Algodão de Jandaíra
250060105,2500601,Alhandra
250070005,2500700,São João do Rio do Peixe
250070015,2500700,Umari
250073405,2500734,Amparo
250077505,2500775,Aparecida
250080905,2500809,Araçagi
250090805,2500908,Arara
250100505,2501005,Araruna
250110405,2501104,Areia
250110410,2501104,Cepilho
250110415,2501104,Mata Limpa
250110420,2501104,Muquém
250115305,2501153,Areia de Baraúnas
250120305,2501203,Areial
250130205,2501302,Aroeiras
250130220,2501302,Pedro Velho
250135105,2501351,Assunção
250140105,2501401,Baía da Traição
250150005,2501500,Bananeiras
250150010,2501500,Maia
250150020,2501500,Taboleiro
250153405,2501534,Baraúna
250157505,2501575,Barra de Santana
250160905,2501609,Barra de Santa Rosa
250170805,2501708,Barra de São Miguel
250180705,2501807,Bayeux
250190605,2501906,Belém
250190610,2501906,Rua Nova
250200305,2502003,Belém do Brejo do Cruz
250205205,2502052,Bernardino Batista
250210205,2502102,Boa Ventura
250215105,2502151,Boa Vista
250220105,2502201,Bom Jesus
250230005,2502300,Bom Sucesso
250240905,2502409,Bonito de Santa Fé
250240930,2502409,Viana
250250805,2502508,Boqueirão
250250830,2502508,Marinho
250260705,2502607,Igaracy
250270605,2502706,Borborema
250280505,2502805,Brejo do Cruz
250290405,2502904,Brejo dos Santos
250300105,2503001,Caaporã
250300115,2503001,Cupissura
250310005,2503100,Cabaceiras
250320905,2503209,Cabedelo
250320925,2503209,Renascer
250330805,2503308,Cachoeira dos Índios
250330810,2503308,Balanços
250330815,2503308,Fátima
250330820,2503308,São José de Marimbas
250340705,2503407,Cacimba de Areia
250350605,2503506,Cacimba de Dentro
250355505,2503555,Cacimbas
250360505,2503605,Caiçara
250370405,2503704,Cajazeiras
250370410,2503704,Engenheiro Ávidos
250375305,2503753,Cajazeirinhas
250380305,2503803,Caldas Brandão
250390205,2503902,Camalaú
250390210,2503902,Pindurão
250400905,2504009,Campina Grande
250400915,2504009,Catolé
250400920,2504009,Galante
250400925,2504009,São José da Mata
250403305,2504033,Capim
250403315,2504033,Olho D'água do Serrão
250407405,2504074,Caraúbas
250410805,2504108,Carrapateira
250415705,2504157,Casserengue
250420705,2504207,Catingueira
250420710,2504207,Itajubatiba
250430605,2504306,Catolé do Rocha
250430610,2504306,Coronel Maia
250430625,2504306,Picos
250435505,2504355,Caturité
250440505,2504405,Conceição
250440510,2504405,Cardoso
250440515,2504405,Montevidéo
250450405,2504504,Condado
250460305,2504603,Conde
250460316,2504603,Jacumã
250470205,2504702,Congo
250480105,2504801,Coremas
250485005,2504850,Coxixola
250490005,2504900,Cruz do Espírito Santo
250500605,2505006,Cubati
250510505,2505105,Cuité
250510510,2505105,Melo
250520405,2505204,Cuitegi
250523805,2505238,Cuité de Mamanguape
250527905,2505279,Curral de Cima
250530305,2505303,Curral Velho
250535205,2505352,Damião
250540205,2505402,Desterro
250550105,2505501,Vista Serrana
250560005,2505600,Diamante
250560010,2505600,Vazante
250570905,2505709,Dona Inês
250580805,2505808,Duas Estradas
250590705,2505907,Emas
250600405,2506004,Esperança
250610305,2506103,Fagundes
250620205,2506202,Frei Martinho
250625105,2506251,Gado Bravo
250630105,2506301,Guarabira
250630110,2506301,Cachoeira
250640005,2506400,Gurinhém
250650905,2506509,Gurjão
250660805,2506608,Ibiara
250660810,2506608,Cachoeirinha
250670705,2506707,Imaculada
250670715,2506707,Palmeira
250680605,2506806,Ingá
250680607,2506806,Pontina
250690505,2506905,Itabaiana
250690510,2506905,Campo Grande
250690515,2506905,Guarita
250700205,2507002,Itaporanga
250710105,2507101,Itapororoca
250720005,2507200,Itatuba
250730905,2507309,Jacaraú
250730910,2507309,Timbó
250740805,2507408,Jericó
250750705,2507507,João Pessoa
250760605,2507606,Juarez Távora
250770505,2507705,Juazeirinho
250780405,2507804,Junco do Seridó
250790305,2507903,Juripiranga
250800005,2508000,Juru
250810905,2508109,Lagoa
250820805,2508208,Lagoa de Dentro
250830705,2508307,Lagoa Seca
250840605,2508406,Lastro
250850505,2508505,Livramento
250855405,2508554,Logradouro
250860405,2508604,Lucena
250860415,2508604,Praia de Fagundes
250870305,2508703,Mãe D'água
250880205,2508802,Malta
250890105,2508901,Mamanguape
250890125,2508901,Pitanga da Estrada
250900805,2509008,Manaíra
250900810,2509008,Pelo Sinal
250905705,2509057,Marcação
250905710,2509057,Camurupim
250910705,2509107,Mari
250915605,2509156,Marizópolis
250920605,2509206,Massaranduba
250930505,2509305,Mataraca
250930510,2509305,Barra de Camaratuba
250933905,2509339,Matinhas
250937005,2509370,Mato Grosso
250939605,2509396,Maturéia
250940405,2509404,Mogeiro
250940420,2509404,Gameleira
250950305,2509503,Montadas
250960205,2509602,Monte Horebe
250970105,2509701,Monteiro
250980005,2509800,Mulungu
250990905,2509909,Natuba
250990910,2509909,Pirauá
251000605,2510006,Nazarezinho
251010505,2510105,Nova Floresta
251020405,2510204,Nova Olinda
251030305,2510303,Nova Palmeira
251040205,2510402,Olho D'água
251040230,2510402,Socorro
251050105,2510501,Olivedos
251060005,2510600,Ouro Velho
251065905,2510659,Parari
251070905,2510709,Passagem
251080805,2510808,Patos
251080810,2510808,Santa Gertrudes
251090705,2510907,Paulista
251090707,2510907,Ipueiras
251090710,2510907,Mimoso
251100405,2511004,Pedra Branca
251110305,2511103,Pedra Lavrada
251120205,2511202,Pedras de Fogo
251130105,2511301,Piancó
251140005,2511400,Picuí
251150905,2511509,Pilar
251160805,2511608,Pilões
251170705,2511707,Pilõezinhos
251180605,2511806,Pirpirituba
251190505,2511905,Pitimbu
251200205,2512002,Pocinhos
251200210,2512002,Nazaré
251203605,2512036,Poço Dantas
251207705,2512077,Poço de José de Moura
251210105,2512101,Pombal
251210115,2512101,Várzea Comprida
251220005,2512200,Prata
251230905,2512309,Princesa Isabel
251240805,2512408,Puxinanã
251250705,2512507,Queimadas
251260605,2512606,Quixabá
251270505,2512705,Remígio
251272105,2512721,Pedro Régis
251274705,2512747,Riachão
251275405,2512754,Riachão do Bacamarte
251276205,2512762,Riachão do Poço
251278805,2512788,Riacho de Santo Antônio
251280405,2512804,Riacho dos Cavalos
251290305,2512903,Rio Tinto
251290307,2512903,Barra do Mamanguape
251290320,2512903,Salema
251300005,2513000,Salgadinho
251300030,2513000,São José da Batalha
251310905,2513109,Salgado de São Félix
251310907,2513109,Dois Riachos
251310908,2513109,Feira Nova
251315805,2513158,Santa Cecília
251320805,2513208,Santa Cruz
251330705,2513307,Santa Helena
251335605,2513356,Santa Inês
251340605,2513406,Santa Luzia
251350505,2513505,Santana de Mangueira
251360405,2513604,Santana dos Garrotes
251360420,2513604,Pitombeira de Dentro
251365305,2513653,Santarém
251370305,2513703,Santa Rita
251370310,2513703,Nossa Senhora do Livramento
251380205,2513802,Santa Teresinha
251385105,2513851,Santo André
251390105,2513901,São Bento
251392705,2513927,São Bentinho
251394305,2513943,São Domingos do Cariri
251396805,2513968,São Domingos
251398405,2513984,São Francisco
251400805,2514008,São João do Cariri
251410705,2514107,São João do Tigre
251410710,2514107,Santa Maria
251420605,2514206,São José da Lagoa Tapada
251430505,2514305,São José de Caiana
251440405,2514404,São José de Espinharas
251445305,2514453,São José dos Ramos
251450305,2514503,São José de Piranhas
251450310,2514503,Bom Jesus
251455205,2514552,São José de Princesa
251460205,2514602,São José do Bonfim
251465105,2514651,São José do Brejo do Cruz
251470105,2514701,São José do Sabugi
251480005,2514800,São José dos Cordeiros
251490905,2514909,São Mamede
251500505,2515005,São Miguel de Taipu
251510405,2515104,São Sebastião de Lagoa de Roça
251520305,2515203,São Sebastião do Umbuzeiro
251530205,2515302,Sapé
251530220,2515302,Renascença
251540105,2515401,Seridó
251540110,2515401,São Vicente do Seridó
251550005,2515500,Serra Branca
251550015,2515500,Santa Luzia do Cariri
251550020,2515500,Sucuru
251560905,2515609,Serra da Raiz
251570805,2515708,Serra Grande
251580705,2515807,Serra Redonda
251590605,2515906,Serraria
251593005,2515930,Sertãozinho
251597105,2515971,Sobrado
251600305,2516003,Solânea
251610205,2516102,Soledade
251610210,2516102,Bom Sucesso
251615105,2516151,Sossêgo
251620105,2516201,Sousa
251630005,2516300,Sumé
251630015,2516300,Pio X
251640905,2516409,Tacima
251650805,2516508,Taperoá
251660705,2516607,Tavares
251670605,2516706,Teixeira
251675505,2516755,Tenório
251680505,2516805,Triunfo
251690405,2516904,Uiraúna
251700105,2517001,Umbuzeiro
251700110,2517001,Mata Virgem
251710005,2517100,Várzea
251720905,2517209,Vieirópolis
251740705,2517407,Zabelê
260005405,2600054,Abreu E Lima
